threshold,precision,recall,f1_score
0.16789015,0.25,0.7777777777777778,0.3783783783783784
0.16982624,0.24324324324324326,0.75,0.3673469387755103
0.17440654,0.24545454545454545,0.75,0.3698630136986301
0.17929919,0.24770642201834864,0.75,0.37241379310344824
0.18266545,0.25,0.75,0.375
0.18722619,0.2523364485981308,0.75,0.37762237762237766
0.19054049,0.25471698113207547,0.75,0.380281690140845
0.19327627,0.2571428571428571,0.75,0.3829787234042553
0.19903688,0.25961538461538464,0.75,0.3857142857142858
0.20749252,0.2621359223300971,0.75,0.38848920863309355
0.21110126,0.2647058823529412,0.75,0.39130434782608703
0.21251562,0.26732673267326734,0.75,0.39416058394160586
0.21977474,0.27,0.75,0.3970588235294118
0.22376029,0.2727272727272727,0.75,0.39999999999999997
0.22849105,0.2755102040816326,0.75,0.40298507462686567
0.23788407,0.27835051546391754,0.75,0.406015037593985
0.23914729,0.28125,0.75,0.4090909090909091
0.24159427,0.28421052631578947,0.75,0.4122137404580153
0.2422094,0.2872340425531915,0.75,0.41538461538461546
0.2503258,0.2903225806451613,0.75,0.4186046511627908
0.26475775,0.29347826086956524,0.75,0.42187500000000006
0.2649414,0.2857142857142857,0.7222222222222222,0.4094488188976378
0.2696178,0.28888888888888886,0.7222222222222222,0.4126984126984127
0.27503842,0.29213483146067415,0.7222222222222222,0.416
0.2897501,0.29545454545454547,0.7222222222222222,0.41935483870967744
0.30664408,0.2988505747126437,0.7222222222222222,0.4227642276422765
0.30679226,0.3023255813953488,0.7222222222222222,0.4262295081967213
0.316326,0.3058823529411765,0.7222222222222222,0.42975206611570255
0.32381663,0.2976190476190476,0.6944444444444444,0.41666666666666663
0.3558694,0.30120481927710846,0.6944444444444444,0.4201680672268908
0.35681257,0.3048780487804878,0.6944444444444444,0.423728813559322
0.3573542,0.30864197530864196,0.6944444444444444,0.42735042735042733
0.36425108,0.3125,0.6944444444444444,0.4310344827586207
0.37375057,0.31645569620253167,0.6944444444444444,0.4347826086956521
0.3834395,0.32051282051282054,0.6944444444444444,0.43859649122807026
0.38777947,0.3246753246753247,0.6944444444444444,0.44247787610619466
0.40510666,0.32894736842105265,0.6944444444444444,0.44642857142857145
0.40590844,0.3333333333333333,0.6944444444444444,0.45045045045045046
0.42029488,0.33783783783783783,0.6944444444444444,0.4545454545454545
0.4228177,0.3424657534246575,0.6944444444444444,0.4587155963302752
0.42710763,0.3333333333333333,0.6666666666666666,0.4444444444444444
0.43011954,0.3380281690140845,0.6666666666666666,0.44859813084112155
0.45513308,0.34285714285714286,0.6666666666666666,0.4528301886792453
0.46219772,0.34782608695652173,0.6666666666666666,0.4571428571428571
0.46766785,0.35294117647058826,0.6666666666666666,0.46153846153846156
0.4681212,0.3582089552238806,0.6666666666666666,0.4660194174757281
